"V1";"V2"
100;0
99.2711130035362;-0.728886996463807
98.8917295949042;-0.382168988695053
100.35013226471;1.47474685272435
101.128965031896;0.776115336980165
101.682062156163;0.546922559815233
100.628578301398;-1.03605673648453
100.565650234761;-0.0625349852882984
99.8195219970361;-0.741931500451098
99.2461926648781;-0.574365936329624
101.740718944474;2.51347302361475
101.242486508054;-0.489707996551481
99.3439780039809;-1.87520928174996
99.4028496001435;0.0592603571403671
99.2468006896134;-0.156986355177846
98.692624965915;-0.558381448920908
98.1704868426324;-0.529054854365185
97.7110331631978;-0.468016095480017
97.990201065859;0.285707656160916
97.9417327334886;-0.0494624277154188
97.2774626529494;-0.678229863817936
97.0098322896591;-0.275120625056857
97.4526377888658;0.45645424670413
96.718353806291;-0.753477791094426
96.5125089683545;-0.212829137217074
96.431767219097;-0.0836593620046067
99.1066661100415;2.77387728969751
100.315982540234;1.2202170425649
99.7681940961973;-0.546062980360151
98.2080784930988;-1.56374044577197
98.1650067272605;-0.0438576606926588
99.7606752518151;1.62549627179054
99.3729368210924;-0.388668610897014
97.5573494939671;-1.82704404761029
98.049035208781;0.503996590071765
99.4333730857317;1.41188322149519
98.7066572945823;-0.730857023750886
99.2093628260838;0.509292427967889
101.054326936576;1.85966733172833
100.509931268823;-0.538715841524517
101.053256623628;0.54056882533553
102.319752611546;1.2532955693203
109.18838391154;6.71290843134731
107.969363087289;-1.11643819661129
109.186362491193;1.1271710502907
102.573980292924;-6.05605136703957
107.788650935097;5.08381426486686
105.222148445561;-2.38105075745132
99.9220046067476;-5.03709904911815
102.412155726432;2.49209483885409
107.051870643751;4.53043379900411
104.563576578982;-2.32438167572901
101.906245691825;-2.54135424025996
109.365351264824;7.31957646203139
117.316508067455;7.2702704381916
122.548158166137;4.45943216761471
121.258902420601;-1.05204008353059
108.928799622966;-10.1684103612174
100.95567284539;-7.31957646203139
99.2379409948963;-1.70147135082175
101.43168371186;2.21058870727298
101.948267596565;0.509292427967889
101.449018777798;-0.489707996551481
101.75925494414;0.305804994546843
101.363748661489;-0.388668610897014
100.817686089887;-0.538715841524517
100.950291320797;0.131529730598867
100.900358855924;-0.0494624277154188
100.738551706191;-0.160363304518629
101.967780682543;1.2202170425649
100.537325160755;-1.40285050063129
101.51130242768;0.968771812227587
99.9239291345889;-1.56374044577197
101.782181801284;1.85966733172833
102.572128924557;0.776115336980165
102.012020500333;-0.546062980360151
101.534587825067;-0.468016095480017
101.549517629459;0.0147041562013506
101.012264976856;-0.529054854365185
100.274009743423;-0.730857023750886
99.7363267775251;-0.536213688146514
101.207185117699;1.47474685272435
101.162798013854;-0.0438576606926588
100.870794569493;-0.288647062056402
102.135003768571;1.2532955693203
101.387198126243;-0.732173706110029
100.821070820325;-0.558381448920908
100.435763953579;-0.382168988695053
100.278093508454;-0.156986355177846
103.059684770826;2.77387728969751
104.156619706666;1.06436861152757
104.49092764062;0.320966574083315
105.055773020749;0.54056882533553
104.417383073175;-0.607667650446242
104.256562358945;-0.154017185163546
103.93727858404;-0.306248132184983
103.68537215882;-0.242363883922714
104.252450850385;0.546922559815233
104.724033638196;0.45234695584
106.426318900653;1.62549627179054
106.730387041923;0.285707656160916
