"price_new[, 6]";"V5"
100;0
100.77611533698;0.776115336980165
101.327282646664;0.546922559815233
100.277474508906;-1.03605673648453
100.214766004974;-0.0625349852882984
99.4712410878802;-0.741931500451098
98.8999121626271;-0.574365936329624
101.385734775213;2.51347302361475
100.889240724657;-0.489707996551481
98.9973563183009;-1.87520928174996
99.0560225052146;0.0592603571403671
98.9005180658996;-0.156986355177846
98.3482759201329;-0.558381448920908
97.827959592193;-0.529054854365185
97.3701089954218;-0.468016095480017
97.648302851634;0.285707656160916
97.6000036304207;-0.0494624277154188
96.9380512587118;-0.678229863817936
96.6713546861708;-0.275120625056857
97.1126151899823;0.45645424670413
96.3808932021748;-0.753477791094426
96.1757665787305;-0.212829137217074
96.0953065460077;-0.0836593620046067
98.7608724307526;2.77387728969751
99.9659694275384;1.2202170425649
99.4200922755365;-0.546062980360151
97.8654200814001;-1.56374044577197
97.8224985975253;-0.0438576606926588
99.4125996652005;1.62549627179054
99.0262140950251;-0.388668610897014
97.2169615448281;-1.82704404761029
97.7069317159854;0.503996590071765
99.0864394911212;1.41188322149519
98.3622592885157;-0.730857023750886
98.8632108270502;0.509292427967889
100.701737661899;1.85966733172833
100.159241448423;-0.538715841524517
100.700671083386;0.54056882533553
101.96274813235;1.2532955693203
103.912085736516;1.91181352000784
103.151268767283;-0.732173706110029
102.853525660512;-0.288647062056402
96.6246633137001;6.71290843134731
106.949094263746;-1.11643819661129
117.824117046089;1.1271710502907
114.885648919551;-6.05605136703957
111.823689202501;5.08381426486686
107.418400061754;-2.38105075745132
95.8199326402628;-5.03709904911815
90.9933877243744;2.49209483885409
86.8709925320505;4.53043379900411
85.8918078531291;-2.32438167572901
86.795424100213;-2.54135424025996
88.7652225374872;7.31957646203139
83.118096714804;7.2702704381916
85.230421990089;4.45943216761471
91.4269041643804;-1.05204008353059
96.0748781602154;-10.1684103612174
98.5324364700163;-7.31957646203139
100.987958233883;-1.70147135082175
98.5833836894203;2.21058870727298
99.0854613977851;0.509292427967889
98.6002319699002;-0.489707996551481
98.9017564038989;0.305804994546843
98.5173563211311;-0.388668610897014
97.986627715978;-0.538715841524517
98.1155092634358;0.131529730598867
98.0669789505887;-0.0494624277154188
97.909715502502;-0.160363304518629
99.1044265373903;1.2202170425649
97.7141395935627;-1.40285050063129
98.6607666345059;0.968771812227587
97.1179683225334;-1.56374044577197
98.9240394526659;1.85966733172833
99.6918040948183;0.776115336980165
99.1474240582033;-0.546062980360151
98.6833981553571;-0.468016095480017
98.6979087163667;0.0147041562013506
98.1757426391458;-0.529054854365185
97.458218328448;-0.730857023750886
96.9356340215472;-0.536213688146514
98.3651892334483;1.47474685272435
98.3220485625146;-0.0438576606926588
98.0382448579853;-0.288647062056402
99.2669538370298;1.2532955693203
98.5401473021787;-0.732173706110029
97.989917399904;-0.558381448920908
97.6154303235536;-0.382168988695053
97.4621874173975;-0.156986355177846
100.165668900211;2.77387728969751
101.231800839512;1.06436861152757
101.556721082549;0.320966574083315
102.105705056754;0.54056882533553
101.485241717864;-0.607667650446242
101.328937005214;-0.154017185163546
101.018619028273;-0.306248132184983
100.773786379711;-0.242363883922714
101.324940951801;0.546922559815233
101.783281237703;0.45234695584
103.437764679528;1.62549627179054
103.73329429258;0.285707656160916
